id,name,lat,lon,type,source
way/637622392,Cylch cerrig Gors Fawr,51.9315452,-4.7146422,megalith,osm
way/684117284,way/684117284,50.4788805,-3.9235564,megalith,osm
way/731131434,Gorsedd Stone Circle,51.6904715,-4.1611766,megalith,osm
way/758053061,Stanton Drew Circle South-west,51.3652785,-2.5771229,megalith,osm
way/758053062,Stanton Drew Great Circle,51.3671152,-2.5760633,megalith,osm
way/758053063,Stanton Drew Circle North-east,51.3677457,-2.5746967,megalith,osm
way/759535632,way/759535632,51.4296927,-1.855772,megalith,osm
way/759536215,way/759536215,51.4280761,-1.8562494,megalith,osm
way/759536228,way/759536228,51.4280403,-1.853391,megalith,osm
way/800018773,Nine Stones,50.576296,-4.492672,megalith,osm
way/808838883,way/808838883,50.5080109,-3.9882222,megalith,osm
way/808838884,Down Tor Stone Row,50.5066384,-3.9918103,megalith,osm
way/808838885,Down Tor Stone Circle,50.5060539,-3.9941539,megalith,osm
way/820214823,way/820214823,51.5542939,0.0015892,megalith,osm
way/825188277,Llech-y-Tribedd,52.0545403,-4.7717402,megalith,osm
way/854484225,Gorsedd Circle,51.9964608,-4.9749055,megalith,osm
way/868388256,Windmill Tump,51.6744671,-2.0989461,megalith,osm
way/897916956,Bowl Barrow,51.4106683,-1.8303642,megalith,osm
way/900913268,Emblance Downs Stone Circles,50.5674741,-4.6351556,megalith,osm
way/900913269,Leaze Stone Circle,50.5655876,-4.632423,megalith,osm
way/901745746,Leskernick Stone Row,50.5905098,-4.5606646,megalith,osm
way/901745748,Leskernick South Stone Circle,50.5881464,-4.5609512,megalith,osm
way/901745749,Leskernick North Stone Circle,50.5908425,-4.5643848,megalith,osm
way/904576751,Hazleton long barrows,51.8680437,-1.8968861,megalith,osm
way/904576753,Hazleton long barrows,51.8686871,-1.8958008,megalith,osm
way/905954802,Wood Barrow,51.8090616,-1.9039091,megalith,osm
way/905954805,Crickley long barrow,51.8045108,-1.8542465,megalith,osm
way/905954806,Withington long barrow,51.8260436,-1.9571546,megalith,osm
way/906412106,Troed-y-Rhiw Stone Row,51.9873067,-4.7854547,megalith,osm
way/907751783,Stone Circle,53.2129179,-1.5815195,megalith,osm
way/949729986,way/949729986,51.7924153,-1.8272927,megalith,osm
way/957493192,Stoney Littleton Long Barrow,51.3133612,-2.3817017,megalith,osm
way/967995562,Stripple Stones,50.5471672,-4.6216882,megalith,osm
way/976357708,Stone Row,50.4284258,-3.8914374,megalith,osm
way/1001049455,Sittaford Tor stone circle,50.6288376,-3.9381917,megalith,osm
way/1041545235,Hart Tor North stone rows cairn,50.5278293,-4.0088196,megalith,osm
way/1053644177,way/1053644177,51.1895297,-3.6540342,megalith,osm
way/1054408788,The Louden Stone Circle,50.5852038,-4.6399909,megalith,osm
way/1054410842,way/1054410842,51.1882857,-3.7405885,megalith,osm
way/1054411653,Langdean Stone Circle,51.3905683,-1.831797,megalith,osm
way/1054412917,Day House Lane Stone Circle,51.5400943,-1.7394508,megalith,osm
way/1054415527,way/1054415527,53.380462,-1.7238303,megalith,osm
way/1054484866,Ringmoor Down Stone Circle,50.4743757,-4.0260516,megalith,osm
way/1054488748,way/1054488748,50.4523833,-4.0379371,megalith,osm
way/1054489139,way/1054489139,50.4701982,-3.845337,megalith,osm
way/1054490537,way/1054490537,50.6846432,-2.572331,megalith,osm
way/1063218071,way/1063218071,50.6513068,-2.3619156,megalith,osm
way/1063222847,way/1063222847,50.4137238,-3.892588,megalith,osm
way/1092964511,Seven Lords' Lands,50.5722091,-3.7789854,megalith,osm
way/1113049349,way/1113049349,50.5307459,-3.869224,megalith,osm
way/1118868420,way/1118868420,50.2134303,-5.5234476,megalith,osm
way/1120419171,way/1120419171,51.0912992,-3.0564288,megalith,osm
way/1125397109,way/1125397109,51.4127268,-1.8282741,megalith,osm
way/1231768412,way/1231768412,51.596088,-0.9286155,stone_circle,osm
way/1316057796,Mardon Down Stone Circle,50.6713437,-3.745383,megalith,osm
way/1332451933,Standing Stone,52.1140803,-3.6298044,megalith,osm
way/1380026744,Saucer barrow,52.7847122,-2.0361011,megalith,osm
way/1383516911,way/1383516911,53.2533229,-3.9170831,megalith,osm
way/1470105302,Barbrook Three,53.2917882,-1.5763255,megalith,osm
way/1482246931,Lamborough Banks Long Barrow,51.7833483,-1.8453617,megalith,osm
way/1493746552,Waun Mawn W,51.9697488,-4.7951601,megalith,osm
relation/10452682,Rollright Stones,51.9757582,-1.5683078,megalith,osm
relation/12240643,The Merry Maidens Stone Circle,50.0651283,-5.5887746,megalith,osm
relation/12555859,Devil's Quoits,51.7400237,-1.405883,megalith,osm
relation/13405399,Tafarn-y-Bwlch,51.9685245,-4.7944488,megalith,osm
